"code","canonicalCode","displayCode","sourceMeaningEn","normalizedMeaningDraftRu","categoryCandidate","sourceManualId","sourceManualTitle","sourceDocument","sourcePath","sourceSection","sourcePage","sourceContext","confidence","alreadyInGmv6Runtime","existingRuntimePath","actionRecommendation","reason"
"G1","G1","G1","PV anti-islanding protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g1.json","already-covered","Existing GMV6 runtime card retained."
"G2","G2","G2","PV DC overcurrent protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g2.json","already-covered","Existing GMV6 runtime card retained."
"G3","G3","G3","PV power generation overload","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g3.json","already-covered","Existing GMV6 runtime card retained."
"G4","G4","G4","PV leakage current protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g4.json","already-covered","Existing GMV6 runtime card retained."
"G5","G5","G5","Phase-lacking protection at power grid side","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g5.json","already-covered","Existing GMV6 runtime card retained."
"G6","G6","G6","PV LVRT","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g6.json","already-covered","Existing GMV6 runtime card retained."
"G7","G7","G7","Grid over/under frequency protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g7.json","already-covered","Existing GMV6 runtime card retained."
"G8","G8","G8","Overcurrent protection at power grid side","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g8.json","already-covered","Existing GMV6 runtime card retained."
"G9","G9","G9","Drive IPM module protection at power grid side","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g9.json","already-covered","Existing GMV6 runtime card retained."
"GA","GA","GA","Low/high input voltage protection at power grid side","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ga.json","already-covered","Existing GMV6 runtime card retained."
"Gb","GB","Gb","Grid side relay protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gb.json","already-covered","Existing GMV6 runtime card retained."
"GC","GC","GC","Photovoltaic DC hardware overcurrent protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gc.json","already-covered","Existing GMV6 runtime card retained."
"Gd","GD","Gd","Grid side current side protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gd.json","already-covered","Existing GMV6 runtime card retained."
"GE","GE","GE","High or low photovoltaic voltage protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ge.json","already-covered","Existing GMV6 runtime card retained."
"GF","GF","GF","DC bus neutral-point potential unbalance protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gf.json","already-covered","Existing GMV6 runtime card retained."
"GH","GH","GH","Photovoltaic DC/DC protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gh.json","already-covered","Existing GMV6 runtime card retained."
"GJ","GJ","GJ","Grid side module high-temperature protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gj.json","already-covered","Existing GMV6 runtime card retained."
"GL","GL","GL","Grid side hardware overcurrent protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gl.json","already-covered","Existing GMV6 runtime card retained."
"Gn","GN","Gn","Insulation resistance protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gn.json","already-covered","Existing GMV6 runtime card retained."
"GP","GP","GP","Grid side temperature sensor protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gp.json","already-covered","Existing GMV6 runtime card retained."
"GU","GU","GU","Charging circuit protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gu.json","already-covered","Existing GMV6 runtime card retained."
"Gy","GY","Gy","Power protection (PV)","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gy.json","already-covered","Existing GMV6 runtime card retained."
"H0","H0","H0","Malfunction of driving board of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h0.json","already-covered","Existing GMV6 runtime card retained."
"H1","H1","H1","Driving board of fan operates abnormally","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h1.json","already-covered","Existing GMV6 runtime card retained."
"H2","H2","H2","Voltage protection of driving board power of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h2.json","already-covered","Existing GMV6 runtime card retained."
"H3","H3","H3","Reset protection of driving module of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h3.json","already-covered","Existing GMV6 runtime card retained."
"H4","H4","H4","Drive PFC protection of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h4.json","already-covered","Existing GMV6 runtime card retained."
"H5","H5","H5","Over-current protection of inverter fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h5.json","already-covered","Existing GMV6 runtime card retained."
"H6","H6","H6","Drive IPM module protection of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h6.json","already-covered","Existing GMV6 runtime card retained."
"H7","H7","H7","Malfunction of drive temperature sensor of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h7.json","already-covered","Existing GMV6 runtime card retained."
"H8","H8","H8","Drive IPM high temperature protection of fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h8.json","already-covered","Existing GMV6 runtime card retained."
"H9","H9","H9","Desynchronizing protection of inverter fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h9.json","already-covered","Existing GMV6 runtime card retained."
"HA","HA","HA","Malfunction of drive storage chip of inverter outdoor fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ha.json","already-covered","Existing GMV6 runtime card retained."
"HC","HC","HC","Malfunction of current detection circuit of fan drive","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hc.json","already-covered","Existing GMV6 runtime card retained."
"HE","HE","HE","Phase-lacking of inverter fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/he.json","already-covered","Existing GMV6 runtime card retained."
"HF","HF","HF","Malfunction of charging loop of fan drive","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hf.json","already-covered","Existing GMV6 runtime card retained."
"HH","HH","HH","High-voltage protection of fan?s drive DC bus bar","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hh.json","already-covered","Existing GMV6 runtime card retained."
"HJ","HJ","HJ","Failure startup of inverter fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hj.json","already-covered","Existing GMV6 runtime card retained."
"HL","HL","HL","Low voltage protection of bus bar of fan drive","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hl.json","already-covered","Existing GMV6 runtime card retained."
"HP","HP","HP","AC current protection of inverter fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hp.json","already-covered","Existing GMV6 runtime card retained."
"HU","HU","HU","AC input voltage of drive of inverter fan","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hu.json","already-covered","Existing GMV6 runtime card retained."
"J0","J0","J0","Protection for other modules","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j0.json","already-covered","Existing GMV6 runtime card retained."
"J1","J1","J1","Over-current protection of compressor 1","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j1.json","already-covered","Existing GMV6 runtime card retained."
"J2","J2","J2","Over-current protection of compressor 2","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j2.json","already-covered","Existing GMV6 runtime card retained."
"J3","J3","J3","Over-current protection of compressor 3","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j3.json","already-covered","Existing GMV6 runtime card retained."
"J4","J4","J4","Over-current protection of compressor 4","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j4.json","already-covered","Existing GMV6 runtime card retained."
"J5","J5","J5","Over-current protection of compressor 5","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j5.json","already-covered","Existing GMV6 runtime card retained."
"J6","J6","J6","Over-current protection of compressor 6","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j6.json","already-covered","Existing GMV6 runtime card retained."
"J7","J7","J7","Gas-mixing protection of 4-way valve","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j7.json","already-covered","Existing GMV6 runtime card retained."
"J8","J8","J8","High pressure ratio protection of system","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j8.json","already-covered","Existing GMV6 runtime card retained."
"J9","J9","J9","Low pressure ratio protection of system","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j9.json","already-covered","Existing GMV6 runtime card retained."
"JA","JA","JA","Protection because of abnormal pressure","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ja.json","already-covered","Existing GMV6 runtime card retained."
"JC","JC","JC","Water flow switch protection","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jc.json","already-covered","Existing GMV6 runtime card retained."
"JE","JE","JE","Oil-return pipe is blocked","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/je.json","already-covered","Existing GMV6 runtime card retained."
"JF","JF","JF","Oil-return pipe is leaking","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jf.json","already-covered","Existing GMV6 runtime card retained."
"JL","JL","JL","Protection because high pressure is too low","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jl.json","already-covered","Existing GMV6 runtime card retained."
