seriesCandidate,code,canonicalCode,displayCode,sourceMeaningEn,normalizedMeaningDraftRu,categoryCandidate,sourceManualId,sourceManualTitle,sourceDocument,sourcePath,sourceSection,sourcePage,sourceContext,confidence,alreadyInAnyGreeRuntime,existingRuntimePath,overlapSeries,actionRecommendation,reason
GMV9 Flex,PH,PH,PH,High-voltage protection of compressor’s drive DC bus bar,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/ph.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/ph.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ph.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PC,PC,PC,Malfunction of current detection circuit drive of compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/pc.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pc.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pc.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PL,PL,PL,Low voltage protection for DC bus bar of drive of compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/pl.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pl.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pl.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PE,PE,PE,Phase-lacking of inverter compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/pe.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pe.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pe.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PF,PF,PF,Malfunction of charging loop of driven of compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/pf.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pf.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pf.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PJ,PJ,PJ,Failure startup of inverter compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/pj.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pj.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pj.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PP,PP,PP,AC current protection of inverter compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/pp.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pp.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pp.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,PU,PU,PU,AC input voltage of drive of inverter compressor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/pu.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pu.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H0,H0,H0,Malfunction of driving board of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h0.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h0.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H1,H1,H1,Driving board of fan operates abnormally,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h1.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h1.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H2,H2,H2,Voltage protection of driving board power of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h2.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h2.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H3,H3,H3,Reset protection of driving module of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h3.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h3.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H4,H4,H4,Drive PFC protection of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h4.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h4.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H5,H5,H5,Over-current protection of inverter fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h5.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h5.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H6,H6,H6,Drive IPM module protection of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h6.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h6.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H7,H7,H7,Malfunction of drive temperature sensor of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h7.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h7.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H8,H8,H8,Drive IPM high temperature protection of fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h8.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h8.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,H9,H9,H9,Desynchronizing protection of inverter fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/h9.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h9.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HA,HA,HA,Malfunction of drive storage chip of inverter outdoor fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/ha.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ha.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HH,HH,HH,High-voltage protection of fan’s drive DC bus bar,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hh.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hh.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HC,HC,HC,Malfunction of current detection circuit of fan drive,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hc.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hc.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HL,HL,HL,Low voltage protection of bus bar of fan drive,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hl.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hl.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HE,HE,HE,Phase-lacking of inverter fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/he.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/he.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HF,HF,HF,Malfunction of charging loop of fan drive,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hf.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hf.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HJ,HJ,HJ,Failure startup of inverter fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hj.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hj.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HP,HP,HP,AC current protection of inverter fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hp.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hp.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,HU,HU,HU,AC input voltage of drive of inverter fan,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/hu.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hu.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G0,G0,G0,PV reversed connection protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g0.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g0.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G1,G1,G1,PV anti-islanding protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g1.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g1.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G2,G2,G2,PV DC overcurrent protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g2.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g2.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G3,G3,G3,PV power generation overload,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g3.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g3.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G4,G4,G4,PV leakage current protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g4.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g4.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G5,G5,G5,Phase-lacking protection at power grid side,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g5.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g5.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G6,G6,G6,PV LVRT,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g6.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g6.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G7,G7,G7,Grid over/underfrequency protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g7.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g7.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G8,G8,G8,Overcurrent protection at power grid side,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g8.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g8.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,G9,G9,G9,Drive IPM module protection at power grid side,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/g9.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g9.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,GA,GA,GA,Low/high input voltage protection at power grid side,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/ga.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ga.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,GH,GH,GH,Photovoltaic DC/DC protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 69 / manual page 67,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/gh.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gh.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
