code,canonicalCode,displayCode,sectionNumber,sectionTitle,sourceMeaningEn,normalizedMeaningRu,equipmentSide,proposedRuntimeFolder,sourceManualId,sourceManualPath,sourceLineOrContext,alreadyInRuntime,existingRuntimePath,action,reason
PC,PC,,2.134,Faults / Error Indication,Malfunction of current detection circuit drive of compressor,неисправность компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PC / PDF page 76 / manual page 74; Troubleshooting 2.134 / PDF page 174 / manual page 172,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PE,PE,,,Faults / Error Indication,Phase-lacking of inverter compressor,неисправность компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PE / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pe.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PF,PF,,,Faults / Error Indication,Malfunction of charging loop of driven of compressor,неисправность компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PF / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PH,PH,,2.135,Faults / Error Indication,High-voltage protection of compressor’s drive DC bus bar,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PH / PDF page 76 / manual page 74; Troubleshooting 2.135 / PDF page 174 / manual page 172,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ph.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PJ,PJ,,2.137,Faults / Error Indication,Failure startup of inverter compressor,неисправность компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PJ / PDF page 76 / manual page 74; Troubleshooting 2.137 / PDF page 175 / manual page 173,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PL,PL,,2.136,Faults / Error Indication,Low voltage protection for DC bus bar of drive of compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PL / PDF page 76 / manual page 74; Troubleshooting 2.136 / PDF page 175 / manual page 173,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pl.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PP,PP,,,Faults / Error Indication,AC current protection of inverter compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PP / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pp.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PU,PU,,,Faults / Error Indication,AC input voltage of drive of inverter compressor,неисправность компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PU / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pu.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d1,d1,,2.43,Faults / Error Indication,Indoor PCB is poor,Indoor PCB is poor,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d1 / PDF page 74 / manual page 72; Troubleshooting 2.43 / PDF page 101 / manual page 99,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d2,d2,,,Faults / Error Indication,Malfunction of lower water temperature sensor of water tank,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d2 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d3,d3,,2.44,Faults / Error Indication,Malfunction of ambient temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d3 / PDF page 74 / manual page 72; Troubleshooting 2.44 / PDF page 101 / manual page 99,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d4,d4,,2.45,Faults / Error Indication,Malfunction of entry-tube temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d4 / PDF page 74 / manual page 72; Troubleshooting 2.45 / PDF page 102 / manual page 100,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d5,d5,,2.46,Faults / Error Indication,Malfunction of mid-tube temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d5 / PDF page 74 / manual page 72; Troubleshooting 2.46 / PDF page 103 / manual page 101,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d6,d6,,2.47,Faults / Error Indication,Malfunction of exit-tube temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d6 / PDF page 74 / manual page 72; Troubleshooting 2.47 / PDF page 103 / manual page 101,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d7,d7,,2.48,Faults / Error Indication,Malfunction of humidity sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d7 / PDF page 74 / manual page 72; Troubleshooting 2.48 / PDF page 104 / manual page 102,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d8,d8,,2.49,Faults / Error Indication,Malfunction of water temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d8 / PDF page 74 / manual page 72; Troubleshooting 2.49 / PDF page 105 / manual page 103,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
d9,d9,,2.50,Faults / Error Indication,Malfunction of jumper cap,неисправность управления,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor d9 / PDF page 74 / manual page 72; Troubleshooting 2.50 / PDF page 105 / manual page 103,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dA,dA,,2.51,Faults / Error Indication,Web address of IDU is abnormal,неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dA / PDF page 74 / manual page 72; Troubleshooting 2.51 / PDF page 106 / manual page 104,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/da.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
db,db,,2.56,Faults / Error Indication,Debugging status,неисправность управления,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor db / PDF page 74 / manual page 72; Troubleshooting 2.56 / PDF page 109 / manual page 107,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/db.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dC,dC,,2.53,Faults / Error Indication,Setting capacity of DIP switch code is abnormal,неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dC / PDF page 74 / manual page 72; Troubleshooting 2.53 / PDF page 107 / manual page 105,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dd,dd,,,Faults / Error Indication,Malfunction of solar power temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dd / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dd.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dE,dE,,2.55,Faults / Error Indication,Malfunction of indoor CO2 sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dE / PDF page 74 / manual page 72; Troubleshooting 2.55 / PDF page 109 / manual page 107,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/de.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dF,dF,,,Faults / Error Indication,Malfunction of upper water temperature sensor of water tank,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dF / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/df.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dH,dH,,2.52,Faults / Error Indication,PCB of wired controller is abnormal,неисправность управления,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dH / PDF page 74 / manual page 72; Troubleshooting 2.52 / PDF page 107 / manual page 105,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dh.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dJ,dJ,,,Faults / Error Indication,Malfunction of backwater temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dJ / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dL,dL,,2.54,Faults / Error Indication,Malfunction of air outlet temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dL / PDF page 74 / manual page 72; Troubleshooting 2.54 / PDF page 108 / manual page 106,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dl.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dn,dn,,,Faults / Error Indication,Malfunction of swing parts,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dn / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dn.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dP,dP,,,Faults / Error Indication,Malfunction of inlet tube temperature sensor of generator,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dP / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dp.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dU,dU,,,Faults / Error Indication,Malfunction of drainage pipe temperature sensor of generator,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dU / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/du.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
dy,dy,,,Faults / Error Indication,Malfunction of water temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor dy / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dy.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L0,L0,,2.101,Faults / Error Indication,Malfunction of IDU,общая неисправность внутреннего блока,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L0 / PDF page 74 / manual page 72; Troubleshooting 2.101 / PDF page 153 / manual page 151,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L1,L1,,2.102,Faults / Error Indication,Protection of indoor fan,защита вентилятора внутреннего блока,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L1 / PDF page 74 / manual page 72; Troubleshooting 2.102 / PDF page 155 / manual page 153,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L2,L2,,2.103,Faults / Error Indication,Auxiliary heating protection,защитное состояние защитной цепи,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L2 / PDF page 74 / manual page 72; Troubleshooting 2.103 / PDF page 157 / manual page 155,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L3,L3,,2.104,Faults / Error Indication,Water-full protection,защитное состояние водяного контура,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L3 / PDF page 74 / manual page 72; Troubleshooting 2.104 / PDF page 157 / manual page 155,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L4,L4,,2.105,Faults / Error Indication,Abnormal Power for wired controller,неисправность электропитания,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L4 / PDF page 74 / manual page 72; Troubleshooting 2.105 / PDF page 158 / manual page 156,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L5,L5,,2.106,Faults / Error Indication,Freeze prevention protection,защитное состояние защитной цепи,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L5 / PDF page 74 / manual page 72; Troubleshooting 2.106 / PDF page 159 / manual page 157,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L6,L6,,2.107,Faults / Error Indication,Mode conflict,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L6 / PDF page 74 / manual page 72; Troubleshooting 2.107 / PDF page 160 / manual page 158,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L7,L7,,2.108,Faults / Error Indication,No main IDU,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L7 / PDF page 74 / manual page 72; Troubleshooting 2.108 / PDF page 160 / manual page 158,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L8,L8,,,Faults / Error Indication,Power is insufficient,неисправность электропитания,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L8 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
L9,L9,,2.109,Faults / Error Indication,"For single control over multiple units, number of IDU is inconsistent (HBS network)",неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor L9 / PDF page 74 / manual page 72; Troubleshooting 2.109 / PDF page 161 / manual page 159,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LA,LA,,2.110,Faults / Error Indication,"For single control over multiple units, IDU series is inconsistent (HBS network)",неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LA / PDF page 74 / manual page 72; Troubleshooting 2.110 / PDF page 161 / manual page 159,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/la.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Lb,Lb,,,Faults / Error Indication,"For single control over multiple units, IDU is inconsistent (reheating-dehumidifying system)",неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor Lb / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lb.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LC,LC,,2.112,Faults / Error Indication,IDU is not matching with outdoor unit,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LC / PDF page 74 / manual page 72; Troubleshooting 2.112 / PDF page 162 / manual page 160,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LE,LE,,,Faults / Error Indication,Rotation speed of EC DC water pump is abnormal,неисправность водяного контура,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LE / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/le.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LF,LF,,,Faults / Error Indication,Malfunction of shunt valve setting,неисправность холодильного контура,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LF / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LH,LH,,2.111,Faults / Error Indication,Alarm due to bad air quality,предупреждение оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LH / PDF page 74 / manual page 72; Troubleshooting 2.111 / PDF page 162 / manual page 160,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lh.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LJ,LJ,,,Faults / Error Indication,Setting of functional DIP switch code is wrong,неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LJ / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LL,LL,,,Faults / Error Indication,Malfunction of water flow switch,неисправность водяного контура,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LL / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/ll.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LP,LP,,,Faults / Error Indication,Zero-crossing malfunction of PG motor,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LP / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lp.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
LU,LU,,,Faults / Error Indication,Zero-crossing malfunction of PG motor,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor LU / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lu.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o0,o0,,,Faults / Error Indication,Other drive malfunction,неисправность инверторного привода,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o0 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o1,o1,,,Faults / Error Indication,Low bus bar voltage of IDU,низкое напряжение шины внутреннего блока,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o1 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o2,o2,,,Faults / Error Indication,High bus bar voltage of IDU,неисправность электропитания,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o2 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o3,o3,,,Faults / Error Indication,IPM module protection of IDU,защитное состояние инверторного привода,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o3 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o4,o4,,,Faults / Error Indication,Failure startup of IDU,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o4 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o5,o5,,,Faults / Error Indication,Over-current protection of IDU,защитное состояние электропитания,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o5 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o6,o6,,,Faults / Error Indication,Current detection circuit malfunction of IDU,неисправность электропитания,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o6 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o7,o7,,,Faults / Error Indication,Desynchronizing protection of IDU,защитное состояние инверторного привода,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o7 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
